,UUID,Date,text,FixedText
18620,396383b3-4293-43bf-8dce-7f39019ad2d2,1891-12-17,"<p>cleared it all up.  In the evening two Pima brotheren<br/>
called on [[Karl Gottfried Maeser|me]] and presented to me their grievances <br/>
in regard to the removal of the [[St. Joseph Stake Academy, Thatcher, Graham County, Arizona Territory|Academy]] to [[Thatcher, Graham County, Arizona Territory|Thatcher]],<br/>
claiming that [[Pima, Graham County, Arizona Territory|Pima]] was the place for it.  There has <br/>
been quite a contention on the subject, running even <br/>
among the Stake Board.  I did not like the spirit <br/>
of these two bretheren at first, but in a three hours'<br/>
conversation the temperature of their feelings changed <br/>
entirely, and they became reconciled, if not fully <br/>
convinced to the condition of affairs</p>

<p><u>Pima Seminary</u>.<br/>
The following day Monday, I attended the Pima Seminary <br/>
the whole day.  The Seminary holds its sessions in the <br/>
Stake Meetinghouse, and is comfortably enough situ=<br/>
ated as far as the locality goes; they have also a num=<br/>
ber of fair tables for 60 students, but no apparatus of <br/>
any kind, save one blackboards, and thus far no<br/>
records at all.  The people are sustaining the school<br/>
well, over 50 in attendance, and better advanced <br/>
as a general thing than the students of the <br/>
Stake Academy at Thatcher.  Bro. Geo. Macdonald<br/>
a former pupil of mine, is Principal.  His [[CBI|Assistant]],<br/>
a lady, had got out of my way under some pre=<br/>
tence or another.  This is the first instance of this <br/>
kind, that a teacher has done such a thing.  I expressed <br/>
my indignation to the Local Board at such a course,<br/>
and they decided to release her and engage [[CBI|another]] <br/>
in her place.  The latter was introduced to me, to give </p>","cleared it all up.  In the evening two Pima brotheren called on me and presented to me their grievances  in regard to the removal of the Thatcher, claiming that Pima was the place for it.  There has  been quite a contention on the subject, running even  among the Stake Board.  I did not like the spirit  of these two bretheren at first, but in a three hours' conversation the temperature of their feelings changed  entirely, and they became reconciled, if not fully  convinced to the condition of affairs  Pima Seminary. The following day Monday, I attended the Pima Seminary  the whole day.  The Seminary holds its sessions in the  Stake Meetinghouse, and is comfortably enough situ= ated as far as the locality goes; they have also a num= ber of fair tables for 60 students, but no apparatus of  any kind, save one blackboards, and thus far no records at all.  The people are sustaining the school well, over 50 in attendance, and better advanced  as a general thing than the students of the  Stake Academy at Thatcher.  Bro. Geo. Macdonald a former pupil of mine, is Principal.  His Assistant, a lady, had got out of my way under some pre= tence or another.  This is the first instance of this  kind, that a teacher has done such a thing.  I expressed  my indignation to the Local Board at such a course, and they decided to release her and engage another  in her place.  The latter was introduced to me, to give "
18621,504afc3e-7b35-4b19-8c38-f6998d90b0a6,1891-12-17,"<p>OFFICE OF THE <br/>
GENERAL BOARD OF EDUCATION <br/>
OF THE <br/>
CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS.<br/>
WILFORD WOODRUFF, PRESIDENT,<br/>
KARL G. MAESER, D. L. D. GEN. SUPERINTENDENT.<br/>
GEO. REYNOLDS, SECRETARY<br/>
5 189</p>

<p>me an opportunity to form an opinion, and [[Karl Gottfried Maeser|I]] found <br/>
the [[CBI|lady]] well qualified for the position.  All the <br/>
Arizona Churchschool Teachers are either licensed al=<br/>
ready or will become so before New Year.  I had a very <br/>
interesting meeting with the Local Board in the af=<br/>
ternoon, which was also attended by the Stake Presidency, <br/>
and a majority of the members of the Stake Board.<br/>
Whatever differences may have existed between the two <br/>
bodies, they were all satisfactorily adjusted on that <br/>
occasion, so that both Boards and Schools can work <br/>
henceforth harmoniously in their respective spheres.<br/>
Tuesday forenoon I made my final visit to the [[St. Joseph Stake Academy, Thatcher, Graham County, Arizona Territory|Stake <br/>
Academy]] at [[Thatcher, Graham County, Arizona Territory|Thatcher]], addressing the last half hour <br/>
the students, as I was in the habit of doing at every <br/>
churchschool before leaving.  There was a large meeting <br/>
appointed for the afternoon in the meetinghouse, for <br/>
parents and students.  The Trustees of the Districtschools,<br/>
at [[Pima, Graham County, Arizona Territory|Pima]], [[Central, Graham County, Arizona Territory|Central]], and Thatcher, had closed their <br/>
schools that afternoon to give their teachers the opportunity <br/>
to attend that meeting.  The house was terribly crowded.<br/>
The Churchschool Convention of St. Joseph Stake was or=<br/>
ganized.  Although I have always opposed our </p>","OFFICE OF THE  GENERAL BOARD OF EDUCATION  OF THE  CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS. WILFORD WOODRUFF, PRESIDENT, KARL G. MAESER, D. L. D. GEN. SUPERINTENDENT. GEO. REYNOLDS, SECRETARY 5 189  me an opportunity to form an opinion, and I found  the lady well qualified for the position.  All the  Arizona Churchschool Teachers are either licensed al= ready or will become so before New Year.  I had a very  interesting meeting with the Local Board in the af= ternoon, which was also attended by the Stake Presidency,  and a majority of the members of the Stake Board. Whatever differences may have existed between the two  bodies, they were all satisfactorily adjusted on that  occasion, so that both Boards and Schools can work  henceforth harmoniously in their respective spheres. Tuesday forenoon I made my final visit to the Stake  Academy at Thatcher, addressing the last half hour  the students, as I was in the habit of doing at every  churchschool before leaving.  There was a large meeting  appointed for the afternoon in the meetinghouse, for  parents and students.  The Trustees of the Districtschools, at Central, and Thatcher, had closed their  schools that afternoon to give their teachers the opportunity  to attend that meeting.  The house was terribly crowded. The Churchschool Convention of St. Joseph Stake was or= ganized.  Although I have always opposed our "
18622,c8ea4b3a-d8ba-48e0-b033-7efe9437f8a4,1891-12-17,"<p>our churchschool-teachers taking part in dramatic per=<br/>
formances, I have concluded that Bro. [[George Cluff|Geo. Cluff]] may <br/>
finish his contract with the Dramatic Association <br/>
of [[Thatcher, Graham County, Arizona Territory|Thatcher]], which he had made before he had entered <br/>
the Churchschool Service<strike>s</strike>.  He has only three more <br/>
performances to give.  I have succeeded to cure <br/>
Bro. Cluff of his dramatic and elecutionary craze,<br/>
so that he will settle down now for a more steady <br/>
course in life.  There is a glorious opportunity for <br/>
him to do a great work there.</p>

<p><u>[[Deming, Grant County, New Mexico Territory|Deming]].</u><br/>
By advice of Pres. [[Christopher Layton|Layton]], I stopped at [[Tucson, Pima County, Arizona Territory|Tucson]], on my way to <br/>
[[Maricopa County, Arizona Territory|Marisopa]], to call on the [[CBI|Division Supt. of the Southern Pacific]]<br/>
to secure halffare rates to [[Ogden, Weber County, Utah Territory|Ogden]] via [[California|California]].  I presented <br/>
a letter from Supt. Horsburgh of [[San Francisco, San Francisco County, California|San Franciso]], promising <br/>
me halffare rates.  That Division Supt. at Tucson treated me <br/>
very uncourteous and refused to do anything, ignoring <br/>
the letter of his superior.  I have seen in the papers since,<br/>
that a Strike of the employees along the line was to take <br/>
place that same evening, which may account for his <br/>
ill humor.  I felt mad, took the train for Deming, just <br/>
coming in, and wrote a letter of apology to Pres. Hobson <br/>
from Deming.  At the latter place I held a long conver=<br/>
sation with Bishop Johnson, just returned from [[Mexico|Mexico]].<br/>
The [[Colonia Díaz Stake Academy, Colonia Díaz, Chihuahua, Mexico|Diaz Academy]] is progressing finely, and the two <br/>
teachers will soon apply for Licences.</p>

<p>With kind regards<br/>
<u>[[Karl Gottfried Maeser|Karl G. Maeser]]  Gen. Supt.</u></p>","our churchschool-teachers taking part in dramatic per= formances, I have concluded that Bro. Geo. Cluff may  finish his contract with the Dramatic Association  of Thatcher, which he had made before he had entered  the Churchschool Services.  He has only three more  performances to give.  I have succeeded to cure  Bro. Cluff of his dramatic and elecutionary craze, so that he will settle down now for a more steady  course in life.  There is a glorious opportunity for  him to do a great work there.  Deming. By advice of Pres. Tucson, on my way to  Division Supt. of the Southern Pacific to secure halffare rates to California.  I presented  a letter from Supt. Horsburgh of San Franciso, promising  me halffare rates.  That Division Supt. at Tucson treated me  very uncourteous and refused to do anything, ignoring  the letter of his superior.  I have seen in the papers since, that a Strike of the employees along the line was to take  place that same evening, which may account for his  ill humor.  I felt mad, took the train for Deming, just  coming in, and wrote a letter of apology to Pres. Hobson  from Deming.  At the latter place I held a long conver= sation with Bishop Johnson, just returned from Mexico. The Diaz Academy is progressing finely, and the two  teachers will soon apply for Licences.  With kind regards Karl G. Maeser  Gen. Supt."
18623,f84cdc2a-7f3d-4794-a147-fdbe52948bce,1892-01-19,"<p>WILFORD WOODRUFF, PRESIDENT.<br/>
[[Karl Gottfried Maeser|KARL G. MAESER]], D. L. D., GEN. SUPERINTENDENT.<br/>
[[George Reynolds|GEO. REYNOLDS]], SECRETARY.<br/>
OFFICE OF THE <br/>
GENERAL BOARD OF EDUCATION <br/>
OF THE<br/>
CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS.<br/>
[[Provo, Utah County, Utah Territory|Provo City]], <time datetime=""1892-01-19"">January 19<sup><u>th</u></sup> 1892</time>.<br/>
President Wilford Woodruff<br/>
Dear Brother,</p>

<p>At an official visit I paid yesterday to the [[Brigham Young Academy, Provo, Utah County, Utah Territory|Brigham <br/>
Young Academy]], taking notes, attending the recitations of <br/>
the teachers, and meeting with the Faculty after school<br/>
in special session, of which proceedings I shall make <br/>
due report to you in connection with my report of my <br/>
southern circuit commencing with today - I found <br/>
that all the teachers of the Brigham Young Academy, <br/>
teaching academic studies, are using officially the title <br/>
""Professor"" on the bulletin-boards and elsewhere in <br/>
the Academy.  As this is against the rule adopted by <br/>
the General Board of Education, laid down in General <br/>
Circular No. 7, page 5, I objected to this at the Faculty -<br/>
meeting.  None of these teachers, except Professor [[Benjamin Cluff Jr.|Cluff]],<br/>
who has his Diploma, holds even a License for these <br/>
academic studies.  Several of them have handed to me <br/>
last night their applications for Licenses in their re=<br/>
spective academic studies, endorsed by Brof. Cluff as <br/>
Principal.  I have filled out blanks accordingly and <br/>
submit them herewith respectfully for your con=<br/>
sideration.  These teachers solicit the permission of </p>","WILFORD WOODRUFF, PRESIDENT. KARL G. MAESER, D. L. D., GEN. SUPERINTENDENT. GEO. REYNOLDS, SECRETARY. OFFICE OF THE  GENERAL BOARD OF EDUCATION  OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS. Provo City, January 19th 1892. President Wilford Woodruff Dear Brother,  At an official visit I paid yesterday to the Brigham  Young Academy, taking notes, attending the recitations of  the teachers, and meeting with the Faculty after school in special session, of which proceedings I shall make  due report to you in connection with my report of my  southern circuit commencing with today - I found  that all the teachers of the Brigham Young Academy,  teaching academic studies, are using officially the title  ""Professor"" on the bulletin-boards and elsewhere in  the Academy.  As this is against the rule adopted by  the General Board of Education, laid down in General  Circular No. 7, page 5, I objected to this at the Faculty - meeting.  None of these teachers, except Professor Cluff, who has his Diploma, holds even a License for these  academic studies.  Several of them have handed to me  last night their applications for Licenses in their re= spective academic studies, endorsed by Brof. Cluff as  Principal.  I have filled out blanks accordingly and  submit them herewith respectfully for your con= sideration.  These teachers solicit the permission of "
18624,2d0688ed-435b-4bda-9200-bd15d15a798c,1892-01-19,"<p>the General Board to use the title ""Professor"" on the <br/>
strength of these Licenses, as they are ready to pass<br/>
their examination for the ""Academic Degree"" next <br/>
spring.</p>

<p>According to your instructions to submit my <br/>
opinion on all pending questions in Church School<br/>
matters, I venture to state, that this question does not <br/>
concern the teachers of the [[Brigham Young Academy, Provo, Utah County, Utah Territory|Brigham Young Academy]] <br/>
alone, but can be applied to the Colleges at [[Salt Lake City, Salt Lake County, Utah Territory|Salt <br/>
Lake]] and [[Logan, Cache County, Utah Territory|Logan]] as well.  The granting of the <br/>
request of the B. Y. A. teachers would necessitate,<br/>
therefore, some modification of the paragraph <br/>
in the Gen. Circ. No. 7, above alluded to.</p>

<p>I shall return from [[Fillmore, Millard County, Utah Territory|Fillmore]] to [[Provo, Utah County, Utah Territory|Provo]], Friday, <br/>
Jan 29<sup>th</sup>, when I should be pleased to receive <br/>
any instruction from you on this point, or <br/>
can call on you any day between January 30 and <br/>
February 4<sup><u>th</u></sup>.</p>

<p>With kind regards<br/>
Your brother in the Gospel,<br/>
<u>[[Karl Gottfried Maeser|Karl G. Maeser]]</u></p>","the General Board to use the title ""Professor"" on the  strength of these Licenses, as they are ready to pass their examination for the ""Academic Degree"" next  spring.  According to your instructions to submit my  opinion on all pending questions in Church School matters, I venture to state, that this question does not  concern the teachers of the Brigham Young Academy  alone, but can be applied to the Colleges at Salt  Lake and Logan as well.  The granting of the  request of the B. Y. A. teachers would necessitate, therefore, some modification of the paragraph  in the Gen. Circ. No. 7, above alluded to.  I shall return from Provo, Friday,  Jan 29th, when I should be pleased to receive  any instruction from you on this point, or  can call on you any day between January 30 and  February 4th.  With kind regards Your brother in the Gospel, Karl G. Maeser"
18625,915e93b4-b458-4340-9b5e-985c92f67480,1886-02-12,"<p>177<br/>
S L City, <time datetime=""1886-02-12"">Feb, 12<sup>th</sup> 1886</time>,<br/>
My Dear President W Woodruff -</p>

<p>I received your letter of congratulation<br/>
yesterday but was too crowded to be able to <br/>
answer in time for the messenger -</p>

<p>Monday the 8<sup>th</sup> was indeed an eventful<br/>
day for you and Bro Erastus - for it has since <br/>
appeared and been stated that one of the Deputies <br/>
had papers for both of you,  Truly it was the <br/>
good hand of the Lord that kept the one who <br/>
had them a respectable distance from both of<br/>
you.  My anxiety was greatly relieved <br/>
when I saw the Buggies that carried both <br/>
of you going out of sight unmolested but <br/>
I did not rest till I heard from both of <br/>
you that you were safe among your friends.</p>

<p>The Lord be praised - What ^an^ effort on the part <br/>
of 20 U. States officers for a whole day &amp; not an<br/>
arrest made of any man, nor a single subpoe<br/>
-na served on any person and the only papers <br/>
needed were the Search Warrants that admitted <br/>
them onto the various premises.</p>

<p>The same night Williams was at his post <br/>
and the next night Fairbanks was with <br/>
me at the office auditing business.</p>","177 S L City, Feb, 12th 1886, My Dear President W Woodruff -  I received your letter of congratulation yesterday but was too crowded to be able to  answer in time for the messenger -  Monday the 8th was indeed an eventful day for you and Bro Erastus - for it has since  appeared and been stated that one of the Deputies  had papers for both of you,  Truly it was the  good hand of the Lord that kept the one who  had them a respectable distance from both of you.  My anxiety was greatly relieved  when I saw the Buggies that carried both  of you going out of sight unmolested but  I did not rest till I heard from both of  you that you were safe among your friends.  The Lord be praised - What ^an^ effort on the part  of 20 U. States officers for a whole day and not an arrest made of any man, nor a single subpoe -na served on any person and the only papers  needed were the Search Warrants that admitted  them onto the various premises.  The same night Williams was at his post  and the next night Fairbanks was with  me at the office auditing business."
18626,9bc33c37-0045-4f74-ae00-2e1525250fb6,1886-02-12,"<p>2<br/>
and yesterday he left with Peele for <br/>
another country - We hope <u>safely</u> &amp; <u>securely</u>.</p>

<p>Thus the Lord works miraculously with <br/>
that Wisdom which is better than through <br/>
the weapons of war - while the wicked are <br/>
filled with wrath to desperation offering <br/>
reward for Peele &amp; sending his photograph <br/>
all around the country.</p>

<p>The messenger is waiting - cant say more <br/>
now but will endeavor to keep you posted.</p>

<p>Yours sincerely <br/>
F. D. Richards.</p>",2 and yesterday he left with Peele for  another country - We hope safely and securely.  Thus the Lord works miraculously with  that Wisdom which is better than through  the weapons of war - while the wicked are  filled with wrath to desperation offering  reward for Peele and sending his photograph  all around the country.  The messenger is waiting - cant say more  now but will endeavor to keep you posted.  Yours sincerely  F. D. Richards.
18627,7c3789a1-6ece-4841-8a4b-4f1cf0ccb852,1889-11-19,"<p>THANKSGIVING PROCLAMATION.</p>

<p>Territory of [[Utah Territory|Utah]].</p>

<p>EXECUTIVE OFFICE.</p>

<p>[[Salt Lake City, Salt Lake County, Utah Territory|SALT LAKE CITY]], UTAH.</p>

<p>In accordance with the proclamation of the [[Benjamin Harrison, b. 1833|President]], and in recog-<br/>
nition of a custom which has long been hallowed by observance, I respect-<br/>
fully recommend to the People of the Territory of Utah, that</p>

<p><b>Thurday, the Twenty-Eighth Day of November, 1889,</b></p>

<p>be observed as a day for thanksgiving and praise, and that they then<br/>
assemble in their usual places of worship, and render a fitting tribute of<br/>
gratitude for the abundant prosperity which has come to them during the<br/>
year. I also earnestly recommend that they remember the homes of the <br/>
poor.</p>

<p><b>In Tesimony Wherof,</b> I have hereunto set my<br/>
hand and caused the great seal of the<br/>
Territory to be affixed. Done at Salt <br/>
Lake City, Utah, this <time datetime=""1889-11-19"">nineteenth day of <br/>
November, 1889</time>.</p>

<p>[[Arthur Lloyd Thomas|ARTHUR L. THOMAS]],<br/>
<i>Governor</i>.</p>

<p>By the Governor:<br/>
[[Elijah Sells|ELIJAH SELLS]],<br/>
<i>Secretary of Utah Territory</i>.</p>","THANKSGIVING PROCLAMATION.  Territory of Utah.  EXECUTIVE OFFICE.  SALT LAKE CITY, UTAH.  In accordance with the proclamation of the President, and in recog- nition of a custom which has long been hallowed by observance, I respect- fully recommend to the People of the Territory of Utah, that  Thurday, the Twenty-Eighth Day of November, 1889,  be observed as a day for thanksgiving and praise, and that they then assemble in their usual places of worship, and render a fitting tribute of gratitude for the abundant prosperity which has come to them during the year. I also earnestly recommend that they remember the homes of the  poor.  In Tesimony Wherof, I have hereunto set my hand and caused the great seal of the Territory to be affixed. Done at Salt  Lake City, Utah, this nineteenth day of  November, 1889.  ARTHUR L. THOMAS, Governor.  By the Governor: ELIJAH SELLS, Secretary of Utah Territory."
18628,e34521b5-cada-4ba3-9acc-87cb1b32947b,1889-11-19,"<p>[sideways text] Thanksgiving Proclamation<br/>
<u>[[Arthur Lloyd Thomas|A L Thomas]]</u><br/>
<u>Re<sup>c</sup> Nov 29, 1889</u> [end of sideways text]</p>

<p>Thanksgiving Proclamation,<br/>
GOVERNOR ARTHUR L. THOMAS,<br/>
[[Utah Territory|Utah]] Territory.</p>","sideways text Thanksgiving Proclamation A L Thomas Rec Nov 29, 1889 end of sideways text  Thanksgiving Proclamation, GOVERNOR ARTHUR L. THOMAS, Utah Territory."
18629,7c0de149-2e1d-433b-bda5-c2f3000390d7,1892-05-27,"<p>WILFORD WOODRUFF, PRESIDENT.<br/>
[[Karl Gottfried Maeser|KARL G. MAESER]], D. L. D., GEN. SUPERINTENDENT.<br/>
[[George Reynolds|GEO. REYNOLDS]], SECRETARY.</p>

<p>Office of the<br/>
GENERAL BOARD OF EDUCATION<br/>
OF THE<br/>
CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS.</p>

<p>[[Provo, Utah County, Utah Territory|Provo]], <time datetime=""1892-05-27"">May 27<sup>th</sup> 1892</time></p>

<p>President Wilford Woodruff.</p>

<p>Dear Brother,</p>

<p>In conformity with the arranged program for the Fifth <br/>
Circuit, of which notice had been given to the respective Stake <br/>
President and Principals, I arrived at [[Logan, Cache County, Utah Territory|Logan]], Tuesday, April 19<sup>th</sup> <br/>
and was cordially received and hospitably entertained by <br/>
Prof. [[Joshua Hughes Paul|G. H. Paul]], Principal of the [[Brigham Young College, Logan, Cache County, Utah Territory|B. Y. College]]. Wednesday, <br/>
was spent exclusively in attending the class exercises at the <br/>
B. Y. College. It is with much satisfaction that I can report the <br/>
fine condition of this College in regard to intellectual pro-<br/>
gress, as well as to spiritual standing and general discipline; <br/>
although it must be stated that it has been somewhat <br/>
hard at first for Prof. Paul to partake of the spirit of our <br/>
educational system; in as much as ^during^ the first few months <br/>
of his labors at the College his usefulness was greatly im-<br/>
paired by his vigorous participation in the struggles of <br/>
the political arena and his theological instructions being <br/>
based too much upon the vain philosophies of the age, <br/>
both of which mistakes Bro. Paul is mainly striving to <br/>
overcome. It is to be regretted that by the time this efficient <br/>
teacher, promises<strike>ing</strike> to become such a valuable co-laborer <br/>
of ours,<strike> will g</strike> will leave the educational profession and</p>","WILFORD WOODRUFF, PRESIDENT. KARL G. MAESER, D. L. D., GEN. SUPERINTENDENT. GEO. REYNOLDS, SECRETARY.  Office of the GENERAL BOARD OF EDUCATION OF THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS.  Provo, May 27th 1892  President Wilford Woodruff.  Dear Brother,  In conformity with the arranged program for the Fifth  Circuit, of which notice had been given to the respective Stake  President and Principals, I arrived at Logan, Tuesday, April 19th  and was cordially received and hospitably entertained by  Prof. B. Y. College. Wednesday,  was spent exclusively in attending the class exercises at the  B. Y. College. It is with much satisfaction that I can report the  fine condition of this College in regard to intellectual pro- gress, as well as to spiritual standing and general discipline;  although it must be stated that it has been somewhat  hard at first for Prof. Paul to partake of the spirit of our  educational system; in as much as ^during^ the first few months  of his labors at the College his usefulness was greatly im- paired by his vigorous participation in the struggles of  the political arena and his theological instructions being  based too much upon the vain philosophies of the age,  both of which mistakes Bro. Paul is mainly striving to  overcome. It is to be regretted that by the time this efficient  teacher, promisesing to become such a valuable co-laborer  of ours, will g will leave the educational profession and"
18630,0a072799-b49d-4aff-980a-cde5b8428ad3,1892-05-27,"<p>devote his fine talents to law and politics in which pursuits <br/>
he expects to find more adequate remuneration. The [[Brigham Young College, Logan, Cache County, Utah Territory|College]] <br/>
is sustaining a serious loss by the resignation of Bro. [[William Jasper Kerr|Kerr]], <br/>
who has accepted a call as Professor of Mathematics at the <br/>
[[University of Utah, Salt Lake City, Salt Lake County, Utah Territory|University of Utah]], his place is to be filled by Bro. [[Ephraim George Gowans|Gowans]] <br/>
from the [[Brigham Young Academy, Provo, Utah County, Utah Territory|B. Y. Academy]], of [[Provo, Utah County, Utah Territory|Provo]]. Prof. [[Joshua Hughes Paul|Paul]] is ably sustained <br/>
by his faculty, among whom Bros. [[Douglas M. Todd|Todd]] and [[William Henry Apperley|Apperly]] de-<br/>
serve especial mention as the chief standard bearers of the <br/>
spirit of the Latterday Work in the College. A very pleasing <br/>
feature of the B. Y. College is the Preparatory Dept. in charge <br/>
of Sister [[Luisina Hoving McQuarrie|Hoving]], an experienced Lady and Primary Teacher, <br/>
and fervent Latterday Saint. Like many other young<br/>
talented, but ambitious teachers, Prof. Paul was inclined <br/>
to build up higher classes for scientific and litterary <br/>
pursuits to the neglect of the fundamental branches <br/>
of education. The objection to such a course does not lie <br/>
merely in the fact that only comparatively few are prepared <br/>
to take such courses and the expenses of maintaining them <br/>
would amount <strike>to</strike> in some instances from $150 to $200 <br/>
for each student per annum, but that such studies <br/>
require the most efficient teachers of the faculty, who <br/>
have to devote their whole time to the instruction of <br/>
perhaps 10 to 12 students in all, while their labors are <br/>
taken away from about 200, who are just as much <br/>
entitled to the benefits of their instructions. In follow-<br/>
ing up this original inclinations Prof. Paul intended <br/>
even to dismiss Mrs. Hoving with her whole Department <br/>
of from 60 to 75 children in order to make room for</p>","devote his fine talents to law and politics in which pursuits  he expects to find more adequate remuneration. The College  is sustaining a serious loss by the resignation of Bro. Kerr,  who has accepted a call as Professor of Mathematics at the  Gowans  from the Paul is ably sustained  by his faculty, among whom Bros. Apperly de- serve especial mention as the chief standard bearers of the  spirit of the Latterday Work in the College. A very pleasing  feature of the B. Y. College is the Preparatory Dept. in charge  of Sister Hoving, an experienced Lady and Primary Teacher,  and fervent Latterday Saint. Like many other young talented, but ambitious teachers, Prof. Paul was inclined  to build up higher classes for scientific and litterary  pursuits to the neglect of the fundamental branches  of education. The objection to such a course does not lie  merely in the fact that only comparatively few are prepared  to take such courses and the expenses of maintaining them  would amount to in some instances from $150 to $200  for each student per annum, but that such studies  require the most efficient teachers of the faculty, who  have to devote their whole time to the instruction of  perhaps 10 to 12 students in all, while their labors are  taken away from about 200, who are just as much  entitled to the benefits of their instructions. In follow- ing up this original inclinations Prof. Paul intended  even to dismiss Mrs. Hoving with her whole Department  of from 60 to 75 children in order to make room for"
18631,c825ad0d-ce98-4944-9ab2-5db5c9a197d8,1892-05-27,"<p>WILFORD WOODRUFF, PRESIDENT.<br/>
KARL G. MAESER, D. L. D., GEN. SUPERINTENDENT.<br/>
GEO. REYNOLDS, SECRETARY.</p>

<p>Office of the<br/>
GENERAL BOARD OF EDUCATION<br/>
OF THE<br/>
CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS.</p>

<p>189</p>

<p>more academic classes compared to 3 or 4 students each. <br/>
In [[Karl Gottfried Maeser|my]] representation of the case to the College Board of Trustees, <br/>
Prof. [[Joshua Hughes Paul|Paul]] was told that the Trustees would find the rooms <br/>
for Sister Hoving and her pupils, <strike>us</strike> ^for as^ many as she could get. <br/>
As Prof. Paul has practically demonstrated his earnest desire to <br/>
fall into line with our educational system as fast as he can, <br/>
It would be unfair to criticize too closely the deficiencies in <br/>
the Records to be kept in every one of our church schools ac-<br/>
cording to Gen. Circ. No. 7, page 17, the more so as his pre-<br/>
decessor, Prof. [[Joseph Marion Tanner|Tanner]] has not left them in as complete a <br/>
condition as they should be. I have Bro. Paul’s promise <br/>
to have them in order by next academic year. Thursday, <br/>
April 20, I met with the Trustees of the College, <strike>to</strike> which meeting <br/>
<strike>by</strike> was attended by my request, by President [[Orson Smith|Orson Smith]] <br/>
and his counsellors. The organization of the a Stake Board <br/>
of Education was discussed and affected. The interview was <br/>
an exceedingly pleasant one and will probably be produc-<br/>
tive of much good in the educational interests of that <br/>
Stake. I had the pleasure of addressing that same evening <br/>
a crowded meeting of students and patrons of the [[Brigham Young College, Logan, Cache County, Utah Territory|B. Y. College]] <br/>
on the aims and spirit of our educational system. <br/>
By special invitation of Apostle [[Moses Thatcher|Moses Thatcher]] I par-</p>","WILFORD WOODRUFF, PRESIDENT. KARL G. MAESER, D. L. D., GEN. SUPERINTENDENT. GEO. REYNOLDS, SECRETARY.  Office of the GENERAL BOARD OF EDUCATION OF THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS.  189  more academic classes compared to 3 or 4 students each.  In my representation of the case to the College Board of Trustees,  Prof. Paul was told that the Trustees would find the rooms  for Sister Hoving and her pupils, us ^for as^ many as she could get.  As Prof. Paul has practically demonstrated his earnest desire to  fall into line with our educational system as fast as he can,  It would be unfair to criticize too closely the deficiencies in  the Records to be kept in every one of our church schools ac- cording to Gen. Circ. No. 7, page 17, the more so as his pre- decessor, Prof. Tanner has not left them in as complete a  condition as they should be. I have Bro. Paul’s promise  to have them in order by next academic year. Thursday,  April 20, I met with the Trustees of the College, to which meeting  by was attended by my request, by President Orson Smith  and his counsellors. The organization of the a Stake Board  of Education was discussed and affected. The interview was  an exceedingly pleasant one and will probably be produc- tive of much good in the educational interests of that  Stake. I had the pleasure of addressing that same evening  a crowded meeting of students and patrons of the B. Y. College  on the aims and spirit of our educational system.  By special invitation of Apostle Moses Thatcher I par-"
